T_outdoor_dry,Single_setpoint,T_outdoor_wet,T_waterMains,T_sky,People_count,Diffuse_solar_radiation,Direct_solar_radiation,Wind_speed,Relative_humidity
3.35,21.0,0.9011048713422936,6.44111111111111,-3.894833041252866,1.0,0.0,0.0,11.325,64.75
2.8,21.0,0.3921636432976916,6.44111111111111,-4.575062054595946,1.0,0.0,0.0,12.35,64.5
2.25,21.0,-0.2711258297734328,6.44111111111111,-5.260499215095706,1.0,0.0,0.0,13.375,64.25
1.7,21.0,-0.7507332786503628,6.44111111111111,-5.951238527387829,1.0,0.0,0.0,14.4,64.0
0.7249999999999999,21.0,-1.672044044019262,6.44111111111111,-7.173083054661333,0.868852459016393,0.0,0.0,14.15,62.5
-0.2500000000000001,20.5,-2.600298291352373,6.44111111111111,-8.412002228312929,0.868852459016393,24.0,0.0,13.9,61.0
-1.225,20.5,-3.549482254171876,6.44111111111111,-9.668563395618378,0.868852459016393,41.75,0.25,13.65,59.5
-2.2,20.5,-4.491629920634353,6.44111111111111,-10.943364102196256,0.868852459016393,59.5,0.5,13.4,58.0
-2.75,20.5,-4.946122570045363,6.44111111111111,-11.55700424523485,0.409836065573771,77.25,0.75,13.0,58.5
-3.3000000000000003,20.5,-5.403308532283084,6.44111111111111,-12.17499343219106,0.409836065573771,95.0,1.0,12.6,59.0
-3.850000000000001,20.5,-5.863170034134102,6.44111111111111,-12.79740427001576,0.409836065573771,121.25,1.0,12.2,59.5
-4.4,20.5,-6.325681457983678,6.44111111111111,-13.424311288860224,0.409836065573771,147.5,1.0,11.8,60.0
-4.550000000000001,20.5,-6.556852742492076,6.44111111111111,-13.739474699907362,0.245901639344262,173.75,1.0,11.3,58.0
-4.7,20.5,-6.786525248119215,6.44111111111111,-14.05579101221764,0.245901639344262,200.0,1.0,10.8,56.0
-4.85,20.5,-7.014700884802209,6.44111111111111,-14.373270114731383,0.245901639344262,209.25,1.25,10.3,54.0
-5.0,20.5,-7.241377739375495,6.44111111111111,-14.691922030337082,0.245901639344262,218.5,1.5,9.8,52.0
-5.15,20.5,-7.311317276170826,6.44111111111111,-14.755794042619982,0.245901639344262,227.75,1.75,10.175,53.25
-5.3,20.5,-7.3825992394521744,6.44111111111111,-14.819713455291549,0.245901639344262,237.0,2.0,10.55,54.5
-5.449999999999999,20.5,-7.455201815136379,6.44111111111111,-14.88368035051161,0.245901639344262,249.0,1.75,10.925,55.75
-5.6,20.5,-7.529114908294599,6.44111111111111,-14.947694810664132,0.245901639344262,261.0,1.5,11.3,57.0
-5.725,20.5,-7.639173175859515,6.44111111111111,-15.140024407933424,0.245901639344262,273.0,1.25,11.05,57.0
-5.85,20.0,-7.749293437400929,6.44111111111111,-15.332785077096672,0.245901639344262,285.0,1.0,10.8,57.0
